GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,63.7 [49.2-79.7],63.70000,49.20000,79.70000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,3.0 [2.2-3.8],3.00000,2.20000,3.80000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,54.2 [45.0-64.5],54.20000,45.00000,64.50000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,1.4 [1.0-1.9],1.40000,1.00000,1.90000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,46.6 [38.4-55.7],46.60000,38.40000,55.70000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,1.1 [0.7-1.4],1.10000,0.70000,1.40000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,43.7 [34.4-51.9],43.70000,34.40000,51.90000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,0.7 [0.4-1.0],0.70000,0.40000,1.00000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,39.8 [30.6-50.1],39.80000,30.60000,50.10000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,0.3 [0.2-0.5],0.30000,0.20000,0.50000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2020,2020,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,34.3 [23.3-45.3],34.30000,23.30000,45.30000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2025,2025,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,0.2 [0.1-0.3],0.20000,0.10000,0.30000,,,
TOBACCO_0000000192,Prevalence of smoking any tobacco product among persons aged >= 15 years,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=346,,,,PUBLISHED,Published,,2025,2025,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,29.5 [18.6-42.1],29.50000,18.60000,42.10000,,,
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,65.5,65.45030,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,65.7,65.70950,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,65.2,65.20505,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,66.0,66.04648,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,66.4,66.42133,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,65.7,65.69587,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,66.6,66.56255,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,67.0,67.03312,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,66.1,66.12630,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,67.0,66.98661,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,67.5,67.50629,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,66.5,66.50709,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,67.4,67.38611,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,68.0,67.97851,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,66.8,66.83971,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,67.8,67.79711,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,68.5,68.47179,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,67.2,67.17397,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,68.2,68.19852,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,68.9,68.94408,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,67.5,67.50964,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,68.5,68.47363,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,69.3,69.28334,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,67.7,67.72469,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,69.0,68.95152,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,69.8,69.79888,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,68.2,68.16900,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,69.4,69.40633,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,70.4,70.39117,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,68.5,68.50768,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,69.9,69.93292,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,71.1,71.12821,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,68.9,68.86965,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,70.5,70.45468,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,71.9,71.88257,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,69.2,69.21876,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,70.9,70.94494,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,72.6,72.56536,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,69.6,69.56736,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,71.4,71.37015,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,73.1,73.05888,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,69.9,69.93254,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,71.8,71.80817,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,73.5,73.54147,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,70.3,70.32114,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,72.2,72.23852,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,74.0,73.98752,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,70.7,70.72214,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,72.7,72.65925,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,FMLE,Female,,,,,,,,,,,74.4,74.41967,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000001,Life expectancy at birth (years),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65,,,,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,MLE,Male,,,,,,,,,,,71.1,71.11842,,,,,"WHO life table method: World Population Prospects, 2017 revision (United Nations, Population Division)"
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,64.1,64.10000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,61.8,61.80000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,59.6,59.60000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1993,1993,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,57.1,57.10000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,54.7,54.70000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,52.3,52.30000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,50.1,50.10000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,47.9,47.90000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,46.0,46.00000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,44.2,44.20000,,,,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=67,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,BTSX,Both sexes,,,,,,,,,,,42.4,42.40000,,,,,
