GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,14,14.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,7,7.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13,13.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13,13.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,11,11.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9,9.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,16,16.00000,,,,,
WHS2_514,Distribution of causes of death among children aged <5 years (%) - Prematurity,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,12,12.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,6,6.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5,5.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5,5.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5,5.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4,4.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4,4.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4,4.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3,3.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,6,6.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4,4.00000,,,,,
WHS2_515,Distribution of causes of death among children aged <5 years (%) - Neonatal sepsis,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4,4.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,43,43.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,35,35.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,32,32.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,31,31.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,33,33.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,32,32.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,35,35.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,33,33.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,32,32.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,31,31.00000,,,,,
WHS2_516,Distribution of causes of death among children aged <5 years (%) - Congenital anomalies,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,30,30.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,10,10.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,11,11.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,12,12.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,13,13.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,11,11.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,10,10.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,10,10.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9,9.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,7,7.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,9,9.00000,,,,,
WHS2_523,Distribution of causes of death among children aged <5 years (%) - Birth asphyxia,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=89,,,,VOID,Void,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,10,10.00000,,,,,
WHS3_40,Cholera - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,,,SWE,Sweden,,,,,1.00,1.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1,1.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1977,1977,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1978,1978,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2,2.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,5,5.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1980,1980,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4,4.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1981,1981,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4,4.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1982,1982,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1983,1983,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1984,1984,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,14,14.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1985,1985,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,10,10.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1986,1986,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,10,10.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1987,1987,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3,3.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1988,1988,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1989,1989,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1990,1990,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1991,1991,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1992,1992,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1993,1993,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1994,1994,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1995,1995,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1996,1996,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,1997,1997,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1,1.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2000,2000,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2001,2001,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2002,2002,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2003,2003,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2004,2004,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2005,2005,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1,1.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2,2.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2,2.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2,2.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1,1.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4,4.00000,,,,,
WHS3_41,Diphtheria - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=43,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2006,2006,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2007,2007,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2008,2008,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2009,2009,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2010,2010,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1,1.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2011,2011,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2012,2012,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2013,2013,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2014,2014,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1,1.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2015,2015,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1,1.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,0,0.00000,,,,,
WHS3_42,Japanese encephalitis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=44,,,,PUBLISHED,Published,,2017,2017,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1,1.00000,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1974,1974,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,3196,3196.00000,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1975,1975,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,2172,2172.00000,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1976,1976,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,1190,1190.00000,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1977,1977,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,6494,6494.00000,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1978,1978,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,8612,8612.00000,,,,,
WHS3_43,Pertussis - number of reported cases,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=45,,,,PUBLISHED,Published,,1979,1979,,EUR,Europe,,WB_HI,High-income,,SWE,Sweden,,,,,4105,4105.00000,,,,,
